DMF_ID,High_Yield_ID,High_Yield,Simlarity
(1063, 1692, 66.0, array([[0.0071607]]))
(1063, 1776, 62.0, array([[0.04199656]]))
(1063, 1779, 51.0, array([[0.1691359]]))
(1064, 132, 54.0, array([[0.3362593]]))
(1064, 216, 61.0, array([[0.31704252]]))
(1064, 240, 54.0, array([[0.24587752]]))
(1064, 254, 73.0, array([[0.16975469]]))
(1064, 255, 75.0, array([[0.16143735]]))
(1064, 336, 65.0, array([[0.23582537]]))
(1064, 338, 54.0, array([[0.36254337]]))
(1064, 339, 60.0, array([[0.2952218]]))
(1064, 341, 60.0, array([[0.31593905]]))
(1064, 345, 54.0, array([[0.35733315]]))
(1064, 348, 70.0, array([[0.1882369]]))
(1064, 357, 53.0, array([[0.35005553]]))
(1064, 960, 60.0, array([[0.29998795]]))
(1064, 1080, 73.0, array([[0.17664635]]))
(1064, 1092, 57.0, array([[0.31276793]]))
(1064, 1176, 52.0, array([[0.34628525]]))
(1064, 1200, 75.0, array([[0.17369836]]))
(1064, 1203, 66.0, array([[0.22786416]]))
(1064, 1296, 80.0, array([[0.11385679]]))
(1064, 1299, 74.0, array([[0.14869068]]))
(1064, 1308, 68.6, array([[0.19367799]]))
(1064, 1320, 61.0, array([[0.17226099]]))
(1064, 1440, 70.0, array([[0.20116311]]))
(1064, 1443, 67.0, array([[0.22255088]]))
(1064, 1452, 59.0, array([[0.27225604]]))
(1064, 1560, 56.0, array([[0.27328404]]))
(1064, 1572, 73.0, array([[0.26628401]]))
(1064, 1656, 66.0, array([[0.28642547]]))
(1064, 1680, 72.0, array([[0.17967826]]))
(1064, 1683, 52.0, array([[0.3621912]]))
(1064, 1692, 66.0, array([[0.2236349]]))
(1064, 1776, 62.0, array([[0.27010178]]))
(1064, 1779, 51.0, array([[0.39135561]]))
(1074, 132, 54.0, array([[0.61366289]]))
(1074, 216, 61.0, array([[0.59642025]]))
(1074, 240, 54.0, array([[0.52261632]]))
(1074, 254, 73.0, array([[0.45547427]]))
(1074, 255, 75.0, array([[0.44621999]]))
(1074, 336, 65.0, array([[0.51807312]]))
(1074, 338, 54.0, array([[0.63482402]]))
(1074, 339, 60.0, array([[0.57485446]]))
(1074, 341, 60.0, array([[0.59196487]]))
(1074, 345, 54.0, array([[0.63230219]]))
(1074, 348, 70.0, array([[0.4728786]]))
(1074, 357, 53.0, array([[0.62791705]]))
(1074, 960, 60.0, array([[0.57989786]]))
(1074, 1080, 73.0, array([[0.4651021]]))
(1074, 1092, 57.0, array([[0.59340973]]))
(1074, 1176, 52.0, array([[0.6228861]]))
(1074, 1200, 75.0, array([[0.46000842]]))
(1074, 1203, 66.0, array([[0.51124068]]))
(1074, 1296, 80.0, array([[0.40177231]]))
(1074, 1299, 74.0, array([[0.43470369]]))
(1074, 1308, 68.6, array([[0.47931449]]))
(1074, 1320, 61.0, array([[0.45746908]]))
(1074, 1440, 70.0, array([[0.48483604]]))
(1074, 1443, 67.0, array([[0.50743191]]))
(1074, 1452, 59.0, array([[0.5543068]]))
(1074, 1560, 56.0, array([[0.55644528]]))
(1074, 1572, 73.0, array([[0.54920373]]))
(1074, 1656, 66.0, array([[0.56763795]]))
(1074, 1680, 72.0, array([[0.46367814]]))
(1074, 1683, 52.0, array([[0.63873567]]))
(1074, 1692, 66.0, array([[0.50695763]]))
(1074, 1776, 62.0, array([[0.55338715]]))
(1074, 1779, 51.0, array([[0.65983597]]))
(1075, 132, 54.0, array([[0.09810589]]))
(1075, 216, 61.0, array([[0.07433989]]))
(1075, 240, 54.0, array([[0.03707742]]))
(1075, 254, 73.0, array([[-0.0635159]]))
(1075, 255, 75.0, array([[-0.06990632]]))
(1075, 336, 65.0, array([[-0.00371764]]))
(1075, 338, 54.0, array([[0.11511735]]))
(1075, 339, 60.0, array([[0.05528725]]))
(1075, 341, 60.0, array([[0.07090322]]))
(1075, 345, 54.0, array([[0.11802569]]))
(1075, 348, 70.0, array([[-0.04733547]]))
(1075, 357, 53.0, array([[0.11949034]]))
(1075, 960, 60.0, array([[0.05069554]]))
(1075, 1080, 73.0, array([[-0.05749092]]))
(1075, 1092, 57.0, array([[0.07323145]]))
(1075, 1176, 52.0, array([[0.11137124]]))
(1075, 1200, 75.0, array([[-0.06112719]]))
(1075, 1203, 66.0, array([[-0.01173515]]))
(1075, 1296, 80.0, array([[-0.11937465]]))
(1075, 1299, 74.0, array([[-0.08155026]]))
(1075, 1308, 68.6, array([[-0.04212826]]))
(1075, 1320, 61.0, array([[-0.04264136]]))
(1075, 1440, 70.0, array([[-0.03466927]]))
(1075, 1443, 67.0, array([[-0.00754206]]))
(1075, 1452, 59.0, array([[0.02309775]]))
(1075, 1560, 56.0, array([[0.02739557]]))
(1075, 1572, 73.0, array([[0.00947089]]))
(1075, 1656, 66.0, array([[0.04296362]]))
(1075, 1680, 72.0, array([[-0.05748627]]))
(1075, 1683, 52.0, array([[0.12876199]]))
(1075, 1692, 66.0, array([[-0.00840487]]))
(1075, 1776, 62.0, array([[0.0279154]]))
(1075, 1779, 51.0, array([[0.15771295]]))
(1076, 132, 54.0, array([[0.33268121]]))
(1076, 216, 61.0, array([[0.31708842]]))
(1076, 240, 54.0, array([[0.23287702]]))
(1076, 254, 73.0, array([[0.16424067]]))
(1076, 255, 75.0, array([[0.15521006]]))
(1076, 336, 65.0, array([[0.23286312]]))
(1076, 338, 54.0, array([[0.35975995]]))
(1076, 339, 60.0, array([[0.29179822]]))
(1076, 341, 60.0, array([[0.31360609]]))
(1076, 345, 54.0, array([[0.35496051]]))
(1076, 348, 70.0, array([[0.18338788]]))
(1076, 357, 53.0, array([[0.34631696]]))
(1076, 960, 60.0, array([[0.29823736]]))
(1076, 1080, 73.0, array([[0.17075374]]))
(1076, 1092, 57.0, array([[0.31098603]]))
(1076, 1176, 52.0, array([[0.34312704]]))
(1076, 1200, 75.0, array([[0.16966766]]))
(1076, 1203, 66.0, array([[0.22443132]]))
(1076, 1296, 80.0, array([[0.10768268]]))
(1076, 1299, 74.0, array([[0.14280863]]))
(1076, 1308, 68.6, array([[0.18991896]]))
(1076, 1320, 61.0, array([[0.16928808]]))
(1076, 1440, 70.0, array([[0.19594976]]))
(1076, 1443, 67.0, array([[0.21794474]]))
(1076, 1452, 59.0, array([[0.2709479]]))
(1076, 1560, 56.0, array([[0.27122339]]))
(1076, 1572, 73.0, array([[0.26835625]]))
(1076, 1656, 66.0, array([[0.28535336]]))
(1076, 1680, 72.0, array([[0.17435846]]))
(1076, 1683, 52.0, array([[0.35917902]]))
(1076, 1692, 66.0, array([[0.21988074]]))
(1076, 1776, 62.0, array([[0.26632498]]))
(1076, 1779, 51.0, array([[0.38768201]]))
(1086, 132, 54.0, array([[0.77325799]]))
(1086, 216, 61.0, array([[0.77095489]]))
(1086, 240, 54.0, array([[0.71753352]]))
(1086, 254, 73.0, array([[0.70035125]]))
(1086, 255, 75.0, array([[0.69507627]]))
(1086, 336, 65.0, array([[0.73415976]]))
(1086, 338, 54.0, array([[0.78520284]]))
(1086, 339, 60.0, array([[0.76026494]]))
(1086, 341, 60.0, array([[0.77438491]]))
(1086, 345, 54.0, array([[0.77896585]]))
(1086, 348, 70.0, array([[0.71030637]]))
(1086, 357, 53.0, array([[0.77672657]]))
(1086, 960, 60.0, array([[0.76489468]]))
(1086, 1080, 73.0, array([[0.70456157]]))
(1086, 1092, 57.0, array([[0.76814831]]))
(1086, 1176, 52.0, array([[0.7776722]]))
(1086, 1200, 75.0, array([[0.70370944]]))
(1086, 1203, 66.0, array([[0.73263965]]))
(1086, 1296, 80.0, array([[0.66723088]]))
(1086, 1299, 74.0, array([[0.68578084]]))
(1086, 1308, 68.6, array([[0.71292835]]))
(1086, 1320, 61.0, array([[0.67973427]]))
(1086, 1440, 70.0, array([[0.71489422]]))
(1086, 1443, 67.0, array([[0.72521835]]))
(1086, 1452, 59.0, array([[0.7514918]]))
(1086, 1560, 56.0, array([[0.74828208]]))
(1086, 1572, 73.0, array([[0.74783]]))
(1086, 1656, 66.0, array([[0.76057648]]))
(1086, 1680, 72.0, array([[0.70545959]]))
(1086, 1683, 52.0, array([[0.77720028]]))
(1086, 1692, 66.0, array([[0.72801084]]))
(1086, 1776, 62.0, array([[0.75293566]]))
(1086, 1779, 51.0, array([[0.79195822]]))
(1087, 132, 54.0, array([[0.09685661]]))
(1087, 216, 61.0, array([[0.08155186]]))
(1087, 240, 54.0, array([[0.08041674]]))
(1087, 254, 73.0, array([[-0.00052032]]))
(1087, 255, 75.0, array([[-0.00223357]]))
(1087, 336, 65.0, array([[0.03545688]]))
(1087, 338, 54.0, array([[0.10591836]]))
(1087, 339, 60.0, array([[0.07301899]]))
(1087, 341, 60.0, array([[0.08630291]]))
(1087, 345, 54.0, array([[0.10604243]]))
(1087, 348, 70.0, array([[0.00949948]]))
(1087, 357, 53.0, array([[0.11298882]]))
(1087, 960, 60.0, array([[0.06307695]]))
(1087, 1080, 73.0, array([[0.00038477]]))
(1087, 1092, 57.0, array([[0.08127415]]))
(1087, 1176, 52.0, array([[0.10749229]]))
(1087, 1200, 75.0, array([[-0.00073268]]))
(1087, 1203, 66.0, array([[0.0321602]]))
(1087, 1296, 80.0, array([[-0.04163927]]))
(1087, 1299, 74.0, array([[-0.01323284]]))
(1087, 1308, 68.6, array([[0.01087343]]))
(1087, 1320, 61.0, array([[0.0083699]]))
(1087, 1440, 70.0, array([[0.01783331]]))
(1087, 1443, 67.0, array([[0.03603271]]))
(1087, 1452, 59.0, array([[0.04544873]]))
(1087, 1560, 56.0, array([[0.04500768]]))
(1087, 1572, 73.0, array([[0.02431579]]))
(1087, 1656, 66.0, array([[0.0616347]]))
(1087, 1680, 72.0, array([[0.00369287]]))
(1087, 1683, 52.0, array([[0.11259008]]))
(1087, 1692, 66.0, array([[0.03770222]]))
(1087, 1776, 62.0, array([[0.05331309]]))
(1087, 1779, 51.0, array([[0.13970746]]))
(1088, 132, 54.0, array([[0.13541551]]))
(1088, 216, 61.0, array([[0.1202797]]))
(1088, 240, 54.0, array([[0.09732477]]))
(1088, 254, 73.0, array([[0.01547461]]))
(1088, 255, 75.0, array([[0.01162352]]))
(1088, 336, 65.0, array([[0.06539685]]))
(1088, 338, 54.0, array([[0.15544471]]))
(1088, 339, 60.0, array([[0.10772416]]))
(1088, 341, 60.0, array([[0.12821342]]))
(1088, 345, 54.0, array([[0.14837171]]))
(1088, 348, 70.0, array([[0.02925083]]))
(1088, 357, 53.0, array([[0.14646087]]))
(1088, 960, 60.0, array([[0.10960328]]))
(1088, 1080, 73.0, array([[0.0180623]]))
(1088, 1092, 57.0, array([[0.1173473]]))
(1088, 1176, 52.0, array([[0.14373244]]))
(1088, 1200, 75.0, array([[0.01670397]]))
(1088, 1203, 66.0, array([[0.05932528]]))
(1088, 1296, 80.0, array([[-0.02821793]]))
(1088, 1299, 74.0, array([[-0.00034833]]))
(1088, 1308, 68.6, array([[0.03029946]]))
(1088, 1320, 61.0, array([[0.02237787]]))
(1088, 1440, 70.0, array([[0.04068077]]))
(1088, 1443, 67.0, array([[0.05350303]]))
(1088, 1452, 59.0, array([[0.09058471]]))
(1088, 1560, 56.0, array([[0.08083561]]))
(1088, 1572, 73.0, array([[0.06797659]]))
(1088, 1656, 66.0, array([[0.09364332]]))
(1088, 1680, 72.0, array([[0.02611748]]))
(1088, 1683, 52.0, array([[0.15142789]]))
(1088, 1692, 66.0, array([[0.05676239]]))
(1088, 1776, 62.0, array([[0.08392147]]))
(1088, 1779, 51.0, array([[0.18113917]]))
(1098, 132, 54.0, array([[0.68908107]]))
(1098, 216, 61.0, array([[0.68611793]]))
(1098, 240, 54.0, array([[0.6106529]]))
(1098, 254, 73.0, array([[0.58536206]]))
(1098, 255, 75.0, array([[0.57796115]]))
(1098, 336, 65.0, array([[0.63221783]]))
(1098, 338, 54.0, array([[0.70643928]]))
(1098, 339, 60.0, array([[0.66793612]]))
(1098, 341, 60.0, array([[0.68569529]]))
(1098, 345, 54.0, array([[0.7005144]]))
(1098, 348, 70.0, array([[0.59890202]]))
(1098, 357, 53.0, array([[0.69542031]]))
(1098, 960, 60.0, array([[0.67472338]]))
(1098, 1080, 73.0, array([[0.58939703]]))
(1098, 1092, 57.0, array([[0.68087283]]))
(1098, 1176, 52.0, array([[0.69525839]]))
(1098, 1200, 75.0, array([[0.59047349]]))
(1098, 1203, 66.0, array([[0.62842477]]))
(1098, 1296, 80.0, array([[0.5440536]]))
(1098, 1299, 74.0, array([[0.56763655]]))
(1098, 1308, 68.6, array([[0.6027726]]))
(1098, 1320, 61.0, array([[0.5718291]]))
(1098, 1440, 70.0, array([[0.60530417]]))
(1098, 1443, 67.0, array([[0.61980307]]))
(1098, 1452, 59.0, array([[0.65741715]]))
(1098, 1560, 56.0, array([[0.65297355]]))
(1098, 1572, 73.0, array([[0.65654814]]))
(1098, 1656, 66.0, array([[0.66837385]]))
(1098, 1680, 72.0, array([[0.5921553]]))
(1098, 1683, 52.0, array([[0.70011954]]))
(1098, 1692, 66.0, array([[0.62302086]]))
(1098, 1776, 62.0, array([[0.65607951]]))
(1098, 1779, 51.0, array([[0.71819684]]))
(1099, 132, 54.0, array([[0.14147412]]))
(1099, 216, 61.0, array([[0.12890867]]))
(1099, 240, 54.0, array([[0.09309337]]))
(1099, 254, 73.0, array([[0.01989847]]))
(1099, 255, 75.0, array([[0.01544109]]))
(1099, 336, 65.0, array([[0.06765371]]))
(1099, 338, 54.0, array([[0.15556155]]))
(1099, 339, 60.0, array([[0.11215881]]))
(1099, 341, 60.0, array([[0.12894639]]))
(1099, 345, 54.0, array([[0.15605262]]))
(1099, 348, 70.0, array([[0.03324848]]))
(1099, 357, 53.0, array([[0.15803737]]))
(1099, 960, 60.0, array([[0.10714118]]))
(1099, 1080, 73.0, array([[0.02091309]]))
(1099, 1092, 57.0, array([[0.12559245]]))
(1099, 1176, 52.0, array([[0.15303695]]))
(1099, 1200, 75.0, array([[0.0226453]]))
(1099, 1203, 66.0, array([[0.06268024]]))
(1099, 1296, 80.0, array([[-0.02777683]]))
(1099, 1299, 74.0, array([[0.00369944]]))
(1099, 1308, 68.6, array([[0.03660022]]))
(1099, 1320, 61.0, array([[0.02960784]]))
(1099, 1440, 70.0, array([[0.04260297]]))
(1099, 1443, 67.0, array([[0.06363883]]))
(1099, 1452, 59.0, array([[0.08593576]]))
(1099, 1560, 56.0, array([[0.0854007]]))
(1099, 1572, 73.0, array([[0.07367814]]))
(1099, 1656, 66.0, array([[0.10511448]]))
(1099, 1680, 72.0, array([[0.02504009]]))
(1099, 1683, 52.0, array([[0.16192371]]))
(1099, 1692, 66.0, array([[0.06571691]]))
(1099, 1776, 62.0, array([[0.09083873]]))
(1099, 1779, 51.0, array([[0.1902174]]))
(1100, 132, 54.0, array([[0.3089187]]))
(1100, 216, 61.0, array([[0.3036376]]))
(1100, 240, 54.0, array([[0.22873562]]))
(1100, 254, 73.0, array([[0.18229655]]))
(1100, 255, 75.0, array([[0.17520352]]))
(1100, 336, 65.0, array([[0.23886014]]))
(1100, 338, 54.0, array([[0.33310071]]))
(1100, 339, 60.0, array([[0.28182648]]))
(1100, 341, 60.0, array([[0.30557288]]))
(1100, 345, 54.0, array([[0.32573628]]))
(1100, 348, 70.0, array([[0.19861932]]))
(1100, 357, 53.0, array([[0.31748344]]))
(1100, 960, 60.0, array([[0.28953496]]))
(1100, 1080, 73.0, array([[0.18354185]]))
(1100, 1092, 57.0, array([[0.29587309]]))
(1100, 1176, 52.0, array([[0.31695761]]))
(1100, 1200, 75.0, array([[0.18748579]]))
(1100, 1203, 66.0, array([[0.23302639]]))
(1100, 1296, 80.0, array([[0.13545484]]))
(1100, 1299, 74.0, array([[0.1634382]]))
(1100, 1308, 68.6, array([[0.20223907]]))
(1100, 1320, 61.0, array([[0.18247318]]))
(1100, 1440, 70.0, array([[0.20785865]]))
(1100, 1443, 67.0, array([[0.22250822]]))
(1100, 1452, 59.0, array([[0.26892653]]))
(1100, 1560, 56.0, array([[0.26094697]]))
(1100, 1572, 73.0, array([[0.26441064]]))
(1100, 1656, 66.0, array([[0.27840438]]))
(1100, 1680, 72.0, array([[0.19248217]]))
(1100, 1683, 52.0, array([[0.32507212]]))
(1100, 1692, 66.0, array([[0.22741665]]))
(1100, 1776, 62.0, array([[0.26167465]]))
(1100, 1779, 51.0, array([[0.35284065]]))
(1110, 132, 54.0, array([[-0.28114196]]))
(1110, 216, 61.0, array([[-0.30361202]]))
(1110, 240, 54.0, array([[-0.25264509]]))
(1110, 254, 73.0, array([[-0.36160141]]))
(1110, 255, 75.0, array([[-0.3650702]]))
(1110, 336, 65.0, array([[-0.32880757]]))
(1110, 338, 54.0, array([[-0.26492395]]))
(1110, 339, 60.0, array([[-0.30267684]]))
(1110, 341, 60.0, array([[-0.28421688]]))
(1110, 345, 54.0, array([[-0.27655351]]))
(1110, 348, 70.0, array([[-0.35385311]]))
(1110, 357, 53.0, array([[-0.27497509]]))
(1110, 960, 60.0, array([[-0.2919862]]))
(1110, 1080, 73.0, array([[-0.36220971]]))
(1110, 1092, 57.0, array([[-0.30084536]]))
(1110, 1176, 52.0, array([[-0.27657912]]))
(1110, 1200, 75.0, array([[-0.36680754]]))
(1110, 1203, 66.0, array([[-0.33582477]]))
(1110, 1296, 80.0, array([[-0.38550631]]))
(1110, 1299, 74.0, array([[-0.37127122]]))
(1110, 1308, 68.6, array([[-0.36280146]]))
(1110, 1320, 61.0, array([[-0.32779571]]))
(1110, 1440, 70.0, array([[-0.34294017]]))
(1110, 1443, 67.0, array([[-0.34508981]]))
(1110, 1452, 59.0, array([[-0.30399708]]))
(1110, 1560, 56.0, array([[-0.33428849]]))
(1110, 1572, 73.0, array([[-0.34877534]]))
(1110, 1656, 66.0, array([[-0.32804934]]))
(1110, 1680, 72.0, array([[-0.35078177]]))
(1110, 1683, 52.0, array([[-0.27072706]]))
(1110, 1692, 66.0, array([[-0.3415512]]))
(1110, 1776, 62.0, array([[-0.31967761]]))
(1110, 1779, 51.0, array([[-0.24607671]]))
(1111, 132, 54.0, array([[-0.46170363]]))
(1111, 216, 61.0, array([[-0.48379065]]))
(1111, 240, 54.0, array([[-0.42429342]]))
(1111, 254, 73.0, array([[-0.53696761]]))
(1111, 255, 75.0, array([[-0.53846687]]))
(1111, 336, 65.0, array([[-0.50872589]]))
(1111, 338, 54.0, array([[-0.44947105]]))
(1111, 339, 60.0, array([[-0.48246686]]))
(1111, 341, 60.0, array([[-0.46861862]]))
(1111, 345, 54.0, array([[-0.45491194]]))
(1111, 348, 70.0, array([[-0.53004434]]))
(1111, 357, 53.0, array([[-0.44954338]]))
(1111, 960, 60.0, array([[-0.4819433]]))
(1111, 1080, 73.0, array([[-0.53949534]]))
(1111, 1092, 57.0, array([[-0.48064434]]))
(1111, 1176, 52.0, array([[-0.45454684]]))
(1111, 1200, 75.0, array([[-0.54228994]]))
(1111, 1203, 66.0, array([[-0.51501291]]))
(1111, 1296, 80.0, array([[-0.56149088]]))
(1111, 1299, 74.0, array([[-0.54388121]]))
(1111, 1308, 68.6, array([[-0.53792548]]))
(1111, 1320, 61.0, array([[-0.49230878]]))
(1111, 1440, 70.0, array([[-0.52071541]]))
(1111, 1443, 67.0, array([[-0.51630156]]))
(1111, 1452, 59.0, array([[-0.4944018]]))
(1111, 1560, 56.0, array([[-0.51503967]]))
(1111, 1572, 73.0, array([[-0.53369602]]))
(1111, 1656, 66.0, array([[-0.50705701]]))
(1111, 1680, 72.0, array([[-0.52945294]]))
(1111, 1683, 52.0, array([[-0.44768538]]))
(1111, 1692, 66.0, array([[-0.51458505]]))
(1111, 1776, 62.0, array([[-0.50152131]]))
(1111, 1779, 51.0, array([[-0.42184833]]))
(1112, 132, 54.0, array([[-0.46594238]]))
(1112, 216, 61.0, array([[-0.4861235]]))
(1112, 240, 54.0, array([[-0.44397131]]))
(1112, 254, 73.0, array([[-0.54802674]]))
(1112, 255, 75.0, array([[-0.55046587]]))
(1112, 336, 65.0, array([[-0.51428498]]))
(1112, 338, 54.0, array([[-0.44799595]]))
(1112, 339, 60.0, array([[-0.4875771]]))
(1112, 341, 60.0, array([[-0.47104372]]))
(1112, 345, 54.0, array([[-0.45701365]]))
(1112, 348, 70.0, array([[-0.53961833]]))
(1112, 357, 53.0, array([[-0.45753409]]))
(1112, 960, 60.0, array([[-0.4794652]]))
(1112, 1080, 73.0, array([[-0.54958044]]))
(1112, 1092, 57.0, array([[-0.48514355]]))
(1112, 1176, 52.0, array([[-0.46086901]]))
(1112, 1200, 75.0, array([[-0.5522511]]))
(1112, 1203, 66.0, array([[-0.52197033]]))
(1112, 1296, 80.0, array([[-0.57074939]]))
(1112, 1299, 74.0, array([[-0.55583129]]))
(1112, 1308, 68.6, array([[-0.54721227]]))
(1112, 1320, 61.0, array([[-0.50742219]]))
(1112, 1440, 70.0, array([[-0.52890493]]))
(1112, 1443, 67.0, array([[-0.52908541]]))
(1112, 1452, 59.0, array([[-0.49160193]]))
(1112, 1560, 56.0, array([[-0.51605587]]))
(1112, 1572, 73.0, array([[-0.52867111]]))
(1112, 1656, 66.0, array([[-0.51161302]]))
(1112, 1680, 72.0, array([[-0.53697948]]))
(1112, 1683, 52.0, array([[-0.45242091]]))
(1112, 1692, 66.0, array([[-0.52611402]]))
(1112, 1776, 62.0, array([[-0.50730028]]))
(1112, 1779, 51.0, array([[-0.42726563]]))
(1122, 132, 54.0, array([[-0.28473707]]))
(1122, 216, 61.0, array([[-0.30642124]]))
(1122, 240, 54.0, array([[-0.27445875]]))
(1122, 254, 73.0, array([[-0.38539157]]))
(1122, 255, 75.0, array([[-0.39041563]]))
(1122, 336, 65.0, array([[-0.34352952]]))
(1122, 338, 54.0, array([[-0.26532019]]))
(1122, 339, 60.0, array([[-0.31124499]]))
(1122, 341, 60.0, array([[-0.29056867]]))
(1122, 345, 54.0, array([[-0.27550501]]))
(1122, 348, 70.0, array([[-0.37498113]]))
(1122, 357, 53.0, array([[-0.27561214]]))
(1122, 960, 60.0, array([[-0.29885804]]))
(1122, 1080, 73.0, array([[-0.38542563]]))
(1122, 1092, 57.0, array([[-0.30507442]]))
(1122, 1176, 52.0, array([[-0.27848189]]))
(1122, 1200, 75.0, array([[-0.38884311]]))
(1122, 1203, 66.0, array([[-0.35186654]]))
(1122, 1296, 80.0, array([[-0.41505406]]))
(1122, 1299, 74.0, array([[-0.39692673]]))
(1122, 1308, 68.6, array([[-0.38277765]]))
(1122, 1320, 61.0, array([[-0.34453657]]))
(1122, 1440, 70.0, array([[-0.36354308]]))
(1122, 1443, 67.0, array([[-0.36130061]]))
(1122, 1452, 59.0, array([[-0.31510667]]))
(1122, 1560, 56.0, array([[-0.34298026]]))
(1122, 1572, 73.0, array([[-0.35491186]]))
(1122, 1656, 66.0, array([[-0.33525539]]))
(1122, 1680, 72.0, array([[-0.3732782]]))
(1122, 1683, 52.0, array([[-0.26872359]]))
(1122, 1692, 66.0, array([[-0.35840267]]))
(1122, 1776, 62.0, array([[-0.33076696]]))
(1122, 1779, 51.0, array([[-0.24320316]]))
(1123, 132, 54.0, array([[-0.43597825]]))
(1123, 216, 61.0, array([[-0.45715901]]))
(1123, 240, 54.0, array([[-0.41788961]]))
(1123, 254, 73.0, array([[-0.53176405]]))
(1123, 255, 75.0, array([[-0.53495792]]))
(1123, 336, 65.0, array([[-0.49427189]]))
(1123, 338, 54.0, array([[-0.42137314]]))
(1123, 339, 60.0, array([[-0.4614961]]))
(1123, 341, 60.0, array([[-0.44517735]]))
(1123, 345, 54.0, array([[-0.42466864]]))
(1123, 348, 70.0, array([[-0.52201698]]))
(1123, 357, 53.0, array([[-0.42167003]]))
(1123, 960, 60.0, array([[-0.4581529]]))
(1123, 1080, 73.0, array([[-0.53371301]]))
(1123, 1092, 57.0, array([[-0.45567725]]))
(1123, 1176, 52.0, array([[-0.42733679]]))
(1123, 1200, 75.0, array([[-0.53513132]]))
(1123, 1203, 66.0, array([[-0.50168371]]))
(1123, 1296, 80.0, array([[-0.56235642]]))
(1123, 1299, 74.0, array([[-0.54107648]]))
(1123, 1308, 68.6, array([[-0.52864468]]))
(1123, 1320, 61.0, array([[-0.48042347]]))
(1123, 1440, 70.0, array([[-0.51165652]]))
(1123, 1443, 67.0, array([[-0.50404252]]))
(1123, 1452, 59.0, array([[-0.47489058]]))
(1123, 1560, 56.0, array([[-0.49389131]]))
(1123, 1572, 73.0, array([[-0.50980379]]))
(1123, 1656, 66.0, array([[-0.48441198]]))
(1123, 1680, 72.0, array([[-0.52289961]]))
(1123, 1683, 52.0, array([[-0.41705996]]))
(1123, 1692, 66.0, array([[-0.50261822]]))
(1123, 1776, 62.0, array([[-0.48324824]]))
(1123, 1779, 51.0, array([[-0.3899829]]))
(1124, 132, 54.0, array([[-0.40138467]]))
(1124, 216, 61.0, array([[-0.41930567]]))
(1124, 240, 54.0, array([[-0.40044222]]))
(1124, 254, 73.0, array([[-0.50074492]]))
(1124, 255, 75.0, array([[-0.50502663]]))
(1124, 336, 65.0, array([[-0.45834613]]))
(1124, 338, 54.0, array([[-0.38020269]]))
(1124, 339, 60.0, array([[-0.42651128]]))
(1124, 341, 60.0, array([[-0.40650752]]))
(1124, 345, 54.0, array([[-0.3889348]]))
(1124, 348, 70.0, array([[-0.48955693]]))
(1124, 357, 53.0, array([[-0.39212715]]))
(1124, 960, 60.0, array([[-0.41536438]]))
(1124, 1080, 73.0, array([[-0.50226555]]))
(1124, 1092, 57.0, array([[-0.4204747]]))
(1124, 1176, 52.0, array([[-0.39529542]]))
(1124, 1200, 75.0, array([[-0.50263308]]))
(1124, 1203, 66.0, array([[-0.46668411]]))
(1124, 1296, 80.0, array([[-0.52947656]]))
(1124, 1299, 74.0, array([[-0.51109383]]))
(1124, 1308, 68.6, array([[-0.49590844]]))
(1124, 1320, 61.0, array([[-0.4579441]]))
(1124, 1440, 70.0, array([[-0.47865196]]))
(1124, 1443, 67.0, array([[-0.4757688]]))
(1124, 1452, 59.0, array([[-0.43115239]]))
(1124, 1560, 56.0, array([[-0.45534125]]))
(1124, 1572, 73.0, array([[-0.46278517]]))
(1124, 1656, 66.0, array([[-0.44775336]]))
(1124, 1680, 72.0, array([[-0.48851145]]))
(1124, 1683, 52.0, array([[-0.38480548]]))
(1124, 1692, 66.0, array([[-0.47268168]]))
(1124, 1776, 62.0, array([[-0.44778852]]))
(1124, 1779, 51.0, array([[-0.35808816]]))
(1134, 132, 54.0, array([[-0.35485204]]))
(1134, 216, 61.0, array([[-0.38028392]]))
(1134, 240, 54.0, array([[-0.31842297]]))
(1134, 254, 73.0, array([[-0.43170627]]))
(1134, 255, 75.0, array([[-0.43164105]]))
(1134, 336, 65.0, array([[-0.40386989]]))
(1134, 338, 54.0, array([[-0.3505853]]))
(1134, 339, 60.0, array([[-0.3780442]]))
(1134, 341, 60.0, array([[-0.35914798]]))
(1134, 345, 54.0, array([[-0.35277422]]))
(1134, 348, 70.0, array([[-0.42541123]]))
(1134, 357, 53.0, array([[-0.34752489]]))
(1134, 960, 60.0, array([[-0.37155443]]))
(1134, 1080, 73.0, array([[-0.43120317]]))
(1134, 1092, 57.0, array([[-0.37486942]]))
(1134, 1176, 52.0, array([[-0.34849178]]))
(1134, 1200, 75.0, array([[-0.43373892]]))
(1134, 1203, 66.0, array([[-0.40909678]]))
(1134, 1296, 80.0, array([[-0.45557765]]))
(1134, 1299, 74.0, array([[-0.44076853]]))
(1134, 1308, 68.6, array([[-0.42872693]]))
(1134, 1320, 61.0, array([[-0.41003449]]))
(1134, 1440, 70.0, array([[-0.4134425]]))
(1134, 1443, 67.0, array([[-0.4141736]]))
(1134, 1452, 59.0, array([[-0.38283534]]))
(1134, 1560, 56.0, array([[-0.41079129]]))
